Price,Close,High,Low,Open,Volume,Daily_Return,SMA_20,SMA_50
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,
Date,,,,,,,,
2025-01-10,394.739990234375,399.2799987792969,377.2900085449219,391.3999938964844,62287300,-0.0005064369418008585,425.20349884033203,365.02619903564454
2025-01-13,403.30999755859375,403.7900085449219,380.07000732421875,383.2099914550781,67580500,0.021710512074366584,424.1304992675781,367.901999206543
2025-01-14,396.3599853515625,422.6400146484375,394.5400085449219,414.3399963378906,84565000,-0.017232432245921525,423.04349822998046,370.67819915771486
2025-01-15,428.2200012207031,429.79998779296875,405.6600036621094,409.8999938964844,81375500,0.08038151439752794,422.6429977416992,374.24559906005857
2025-01-16,413.82000732421875,424.0,409.1300048828125,423.489990234375,68335200,-0.03362756026209679,420.18299865722656,377.5423992919922
2025-01-17,426.5,439.739990234375,419.75,421.5,94991400,0.030641323404759335,417.51499938964844,381.21559936523437
2025-01-21,424.07000732421875,433.20001220703125,406.30999755859375,432.6400146484375,87320900,-0.00569752092797482,416.7119995117188,384.66819946289064
2025-01-22,415.1099853515625,428.0,414.5899963378906,416.80999755859375,60963300,-0.021128638710367298,415.6589981079102,387.1997991943359
2025-01-23,412.3800048828125,420.7300109863281,408.95001220703125,416.05999755859375,50690600,-0.006576523247056931,415.2249984741211,389.50919921875
2025-01-24,406.5799865722656,418.8800048828125,405.7799987792969,414.45001220703125,56427100,-0.014064741844588391,414.0239974975586,391.2163989257813
2025-01-27,397.1499938964844,406.69000244140625,389.0,394.79998779296875,58125500,-0.023193450212053546,410.76749725341796,392.1593988037109
2025-01-28,398.0899963378906,400.5899963378906,386.5,396.9100036621094,48910700,0.0023668700890153715,407.9654968261719,393.55139892578126
2025-01-29,389.1000061035156,398.5899963378906,384.4800109863281,395.2099914550781,68033600,-0.02258280870425211,405.8374969482422,394.72859924316407
2025-01-30,400.2799987792969,412.5,384.4100036621094,410.7799987792969,98092900,0.028732954254456988,404.9809967041016,396.5105993652344
2025-01-31,404.6000061035156,419.989990234375,401.3399963378906,401.5299987792969,83283600,0.010792463618949588,405.0189971923828,398.1881994628906
2025-02-03,383.67999267578125,389.1700134277344,374.3599853515625,386.67999267578125,93732100,-0.05170542044525339,405.238996887207,399.0869995117188
2025-02-04,392.2099914550781,394.0,381.3999938964844,382.6300048828125,57072200,0.022232065633156273,404.32749633789064,400.0111993408203
2025-02-05,378.1700134277344,388.3900146484375,375.5299987792969,387.510009765625,57223300,-0.035797094243459227,402.6834976196289,400.73399963378904
2025-02-06,374.32000732421875,375.3999938964844,363.17999267578125,373.0299987792969,77918200,-0.010180622383618276,401.6814987182617,401.4275994873047
2025-02-07,361.6199951171875,380.54998779296875,360.3399963378906,370.19000244140625,70298300,-0.0339282217314959,400.01549835205077,401.6087994384766
2025-02-10,350.7300109863281,362.70001220703125,350.510009765625,356.2099914550781,77514900,-0.030114441341470455,397.81499938964845,401.85159973144533
2025-02-11,328.5,349.3699951171875,325.1000061035156,345.79998779296875,118543400,-0.06338211812502892,394.0744995117187,401.65699951171877
2025-02-12,336.510009765625,346.3999938964844,329.1199951171875,329.94000244140625,105382700,0.0243835913717656,391.0820007324219,401.7293994140625
2025-02-13,355.94000244140625,358.69000244140625,342.8500061035156,345.0,89441500,0.05773971683431944,387.468000793457,401.94499938964844
2025-02-14,355.8399963378906,362.0,347.5,360.6199951171875,68277300,-0.0002809633725618932,384.5690002441406,401.9199993896484
2025-02-18,354.1099853515625,359.1000061035156,350.0199890136719,355.010009765625,51631700,-0.004861766535893763,380.9494995117187,401.973798828125
2025-02-19,360.55999755859375,367.3399963378906,353.6700134277344,354.0,67094400,0.018214714280444966,377.7739990234375,402.0263989257812
2025-02-20,354.3999938964844,362.29998779296875,348.0,361.510009765625,45965400,-0.01708454543992588,374.7384994506836,401.72459899902344
2025-02-21,337.79998779296875,354.9800109863281,334.4200134277344,353.44000244140625,74058600,-0.046839747148427646,371.0094985961914,400.6961987304687
2025-02-24,330.5299987792969,342.3999938964844,324.70001220703125,338.1400146484375,76052300,-0.021521578674915554,367.20699920654295,399.51099853515626
2025-02-25,302.79998779296875,328.8900146484375,297.25,327.0199890136719,134228800,-0.0838955952220366,362.4894989013672,397.5471984863281
2025-02-26,290.79998779296875,309.0,288.0400085449219,303.7099914550781,100118300,-0.039630120487999076,357.12499847412107,394.86779846191405
2025-02-27,281.95001220703125,297.2300109863281,280.8800048828125,291.1600036621094,101748200,-0.030433204805490277,351.7674987792969,392.14479858398437
2025-02-28,292.9800109863281,293.8800048828125,273.6000061035156,279.5,115697000,0.03912040539724382,346.4024993896484,389.27979858398436
2025-03-03,284.6499938964844,303.94000244140625,277.29998779296875,300.3399963378906,115551400,-0.02843203214376444,340.4049987792969,385.71239868164065
2025-03-04,272.0400085449219,284.3500061035156,261.8399963378906,270.92999267578125,126706600,-0.04429996705409467,334.82299957275393,381.5559991455078
2025-03-05,279.1000061035156,279.54998779296875,267.7099914550781,272.9200134277344,94042900,0.025952056083059283,329.1675003051758,378.33539916992186
2025-03-06,263.45001220703125,272.6499938964844,260.0199890136719,272.05999755859375,98451600,-0.056073068986891905,323.43150024414064,374.8809991455078
2025-03-07,262.6700134277344,266.25,250.72999572753906,259.32000732421875,102369600,-0.0029607088371812473,317.84900054931643,371.7131994628906
2025-03-10,222.14999389648438,253.3699951171875,220.0,252.5399932861328,189076900,-0.1542620682219512,310.87550048828126,367.54419921875
2025-03-11,230.5800018310547,237.05999755859375,217.02000427246094,225.30999755859375,174896400,0.037947369642955975,304.8680000305176,362.91019927978516
2025-03-12,248.08999633789062,251.83999633789062,241.10000610351562,247.22000122070312,142215700,0.0759389121683911,300.8474998474121,358.7893991088867
2025-03-13,240.67999267578125,248.2899932861328,232.60000610351562,248.1300048828125,114813500,-0.02986820819658198,296.0559989929199,354.96979888916013
2025-03-14,249.97999572753906,251.5800018310547,240.72999572753906,247.30999755859375,100242300,0.038640532386444715,290.75799865722655,351.62119873046873
2025-03-17,238.00999450683594,245.39999389648438,232.8000030517578,245.05999755859375,111900600,-0.04788383640805238,284.86649856567385,348.30459869384765
2025-03-18,225.30999755859375,230.10000610351562,222.27999877929688,228.16000366210938,111477600,-0.05335909096824687,278.4264991760254,345.2251986694336
2025-03-19,235.86000061035156,241.41000366210938,229.1999969482422,231.61000061035156,111993800,0.046824389357219776,272.1914993286133,341.7335986328125
2025-03-20,236.25999450683594,238.0,230.0500030517578,233.35000610351562,99028300,0.0016958954271570903,266.28449935913085,338.2377987670898
2025-03-21,248.7100067138672,249.52000427246094,234.5500030517578,234.99000549316406,132728700,0.05269623506518384,261.83000030517576,335.3247991943359
2025-03-24,278.3900146484375,278.6400146484375,256.3299865722656,258.0799865722656,169079900,0.11933580126800525,259.22300109863284,332.9937994384766
